1000
1904
694,439
694,757
695,407
695,728
696,375
696,460
697,443
698,313
698,783
699,936
700,625
701,819
701,655
701,853
702,565
702,230
702,530
703,720
703,108
704,780
704,961
704,794
705,114
705,324
706,996
707,52
708,690
709,951
710,723
710,765
711,286
711,565
711,297
712,472
712,157
712,961
713,686
714,298
715,520
716,665
716,233
717,990
718,186
718,310
719,364
720,394
720,703
720,678
720,200
720,253
721,778
721,56
722,2
722,197
722,431
723,710
723,822
724,449
725,28
725,199
726,672
727,512
728,489
728,695
729,684
730,82
730,542
731,339
732,859
732,79
733,438
733,474
734,499
734,64
734,432
735,844
735,8
736,486
737,416
737,880
738,470
738,507
739,890
739,930
740,476
740,619
741,441
741,321
742,809
743,845
743,761
744,968
745,57
746,821
747,666
748,678
749,751
750,594
750,836
751,749
751,443
752,876
752,614
752,172
753,353
754,572
754,81
754,671
755,555
755,873
756,92
757,316
757,694
758,14
758,134
758,137
759,672
759,500
760,340
760,633
761,116
761,865
761,529
761,743
762,823
762,136
763,357
763,973
763,910
764,986
764,237
764,242
765,632
765,710
766,58
767,19
767,393
767,10
768,304
768,867
769,66
770,27
770,974
771,243
771,184
772,112
772,820
772,38
773,688
773,573
773,796
773,542
774,436
774,884
774,33
775,534
776,518
776,258
777,522
778,451
778,721
778,273
779,583
779,315
780,704
780,685
781,616
782,996
782,560
782,339
783,868
783,628
783,447
783,968
783,698
784,91
784,815
785,359
786,574
786,605
787,661
787,349
787,476
788,168
789,836
789,201
790,327
790,112
790,151
791,121
792,102
792,992
793,947
794,797
794,158
794,83
794,704
795,405
795,310
796,773
797,794
798,554
799,431
800,652
800,419
801,77
802,330
803,546
803,534
804,300
805,542
806,581
806,35
807,925
808,933
808,320
809,742
809,512
809,481
810,889
811,234
811,833
811,211
812,857
812,410
813,253
814,666
814,313
815,925
815,22
815,784
816,982
817,624
817,366
818,938
818,143
818,315
819,701
819,133
820,963
820,772
821,352
821,746
821,542
822,723
823,762
824,97
824,50
824,27
825,312
825,459
825,200
826,75
826,584
826,452
826,913
826,850
827,332
827,436
828,258
828,368
829,178
830,506
830,957
830,526
831,335
832,382
833,811
833,166
834,140
834,429
835,487
836,224
836,789
836,750
836,599
836,397
837,467
837,149
838,479
839,319
840,105
840,308
840,580
841,389
841,188
842,11
843,348
843,99
843,98
844,478
844,587
844,735
844,501
845,49
845,743
845,617
846,99
847,146
848,950
849,431
850,952
850,826
851,551
851,31
851,988
852,618
852,635
853,701
854,93
854,598
855,453
855,295
855,215
855,305
855,121
856,292
857,812
857,369
857,456
858,165
858,944
858,219
859,223
859,732
859,184
860,493
861,949
862,319
863,118
863,263
864,673
864,443
865,761
866,235
866,626
866,475
867,768
867,205
868,783
869,396
870,289
871,986
871,299
872,320
873,670
873,755
874,330
875,466
876,752
876,462
876,509
877,448
878,320
878,926
879,892
880,110
880,175
880,737
881,468
881,612
882,949
883,596
883,264
884,774
885,173
885,58
885,383
886,905
886,360
887,295
888,96
889,810
890,739
891,202
892,879
892,523
892,123
893,173
893,531
894,601
895,67
895,7
896,7
896,432
897,994
898,981
899,570
899,380
900,3
900,40
901,70
901,314
901,141
902,231
902,386
903,121
904,341
904,28
905,886
905,57
905,283
906,311
906,581
907,365
907,370
907,3
908,481
909,189
909,386
909,248
910,763
911,35
911,558
912,979
912,42
913,682
913,826
914,937
914,479
915,86
916,305
916,264
917,376
917,468
917,506
918,450
919,958
919,492
920,342
920,689
921,516
922,531
923,125
923,45
924,229
924,642
925,815
925,807
925,310
926,66
926,878
927,117
927,397
928,39
928,150
929,111
929,633
930,347
930,51
930,444
930,739
931,974
931,48
931,122
932,453
933,808
934,171
934,996
934,77
935,74
936,699
936,144
936,685
937,914
938,288
938,818
939,588
939,186
940,290
941,186
942,249
942,448
943,623
943,955
944,858
944,490
945,371
946,456
947,793
947,303
947,271
947,335
948,503
948,578
949,882
949,264
949,861
949,500
950,435
950,848
950,124
951,709
951,232
951,192
952,850
953,261
954,671
954,444
955,943
956,36
956,393
957,830
958,919
958,649
959,619
959,177
960,550
961,704
961,712
962,443
962,218
963,820
964,130
965,998
966,226
967,457
968,744
968,783
969,382
969,569
970,305
971,339
972,33
972,634
973,763
974,931
974,693
974,770
975,392
976,336
977,674
977,206
978,502
979,456
979,9
979,912
980,601
981,351
981,898
981,521
981,988
982,440
982,816
983,611
983,219
984,244
985,37
985,434
986,871
986,764
987,46
987,494
987,265
988,981
988,851
989,213
990,717
990,571
991,689
991,6
992,792
992,636
992,227
993,238
994,334
994,897
994,344
995,62
996,782
996,934
996,706
997,597
998,965
998,298
999,338
999,597
